"fecha","co","co2","o3","pm10","pm25"
"2024-09-01",0.05297907883223292,484.2813319558134,0.03547992029051421,19.964785373608905,16.02535771065183
"2024-09-02",0.052601946432880235,487.9912400546492,0.032356723405066845,10.160919540229886,8.33936178763765
"2024-09-03",0.05187157147466925,499.4768623024831,0.031458064288261436,7.684859722670106,5.487665269267978
"2024-09-04",0.0633673469387755,494.70423253442124,0.03244770913761242,7.404652586470768,5.1293745536169775
"2024-09-05",0.08144288577154309,482.810867126142,0.034796760681319816,13.078175112251444,10.718489416292496
"2024-09-06",0.057713963963963964,497.2377400970942,0.032409180227170875,19.13871489900767,15.519741009219508
"2024-09-07",0.017110266159695818,522.8869598276517,0.028556034272124813,6.385629197820301,4.8553415283234065
"2024-09-08",0.039117287524930835,509.351073402751,0.03019236928215264,5.458408331190538,4.254564155309848
"2024-09-09",0.048013718205201485,508.3922296814741,0.032648466813387955,9.801314097986001,8.090487073275247
"2024-09-10",0.06350157256252809,504.23144823459006,0.032612275220119134,13.745247717407574,11.572369405777579
"2024-09-11",0.025513033832501388,490.79861495844875,0.03645746722811228,16.57245774452757,12.349265724577446
"2024-09-12",0.0549991791167296,464.0384867881175,0.03294730772009304,18.302281680892975,13.991628365068943
"2024-09-13",0.06983198319831983,457.06138970092195,0.03094084992886385,11.88713910761155,9.427221597300337
"2024-09-14",0.04899459018066755,448.4188679245283,0.029416385737601535,4.03763386027537,2.546353901070882
"2024-09-16",0.10196680150648627,447.9133101045296,0.039516106316475105,3.322643614054657,2.160206358059119
"2024-09-17",0.029442113228313957,479.7063028386831,0.03143446252026016,5.509937418334365,4.4103569218073035
"2024-09-18",0.047123228853585226,472.75479789857405,0.03055776018043176,5.120939208748794,4.038812051034631
"2024-09-19",0.019326936072442222,479.4842019983797,0.03199081545869751,5.070367368989735,3.8354943273905997
"2024-09-20",0.02560591537724223,480.4275164113786,0.029186046246322008,9.102448365476679,7.5591574340035566
"2024-09-21",0.029387643521049753,484.0904124556132,0.026895232713634875,11.543516873889876,9.64517010520563
"2024-09-22",0.025323349217154525,493.0357725788901,0.02592189401157017,23.578603511637404,19.08248264597795
"2024-09-23",0.025708001099807535,498.433868974042,0.029096153698308945,44.502953702431654,34.91908229152356
"2024-09-24",0.0345569450047062,509.66357651484617,0.027073531212403596,25.132356893308252,20.947325987637733
"2024-09-25",0.018230563002680965,484.9587242026266,0.026512407607415793,19.34562273763239,16.347633731063144
"2024-09-26",0.003465982028241335,475.50532529192867,0.021106262624864248,3.1397021058038006,2.3405238828967643
"2024-09-27",0.0278580814717477,482.1560777106852,0.02409138631598022,5.538471638655462,3.7605042016806722
"2024-09-28",0.04221528437627257,477.03146616031466,0.026432351516715174,2.9362366029032696,2.033781033781034
"2024-09-29",0.03950916936353829,458.1751313485114,0.030318273441641216,2.8237671786580436,1.8158178388574508
"2024-09-30",0.04590872265730489,451.97288547146906,0.03126146748493121,3.7623802455808932,2.769936580758332
