Año;Mes;Centro;Visitantes;fecha
2022;Diciembre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3477;2022-12
2022;Diciembre;PALACIO DE QUINTANAR;2917;2022-12
2022;Diciembre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;7876;2022-12
2022;Diciembre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5416;2022-12
2022;Diciembre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);10174;2022-12
2023;Enero;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);14304;2023-01
2023;Enero;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;457;2023-01
2023;Enero;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;692;2023-01
2023;Enero;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);5442;2023-01
2023;Enero;PALACIO DE QUINTANAR;1175;2023-01
2023;Enero;CENTRO CULTURAL MIGUEL DELIBES (programación propia);6447;2023-01
2023;Enero;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3303;2023-01
2023;Enero;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);1528;2023-01
2023;Febrero;CENTRO CULTURAL MIGUEL DELIBES (programación propia);11560;2023-02
2023;Febrero;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;3621;2023-02
2023;Febrero;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;5508;2023-02
2023;Febrero;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3352;2023-02
2023;Febrero;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);19480;2023-02
2023;Febrero;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);2055;2023-02
2023;Febrero;PALACIO DE QUINTANAR;1587;2023-02
2023;Febrero;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2594;2023-02
2023;Marzo;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5848;2023-03
2023;Marzo;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);5272;2023-03
2023;Marzo;CENTRO CULTURAL MIGUEL DELIBES (programación propia);11193;2023-03
2023;Marzo;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);29270;2023-03
2023;Marzo;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;7385;2023-03
2023;Marzo;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;10633;2023-03
2023;Marzo;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);2590;2023-03
2023;Marzo;PALACIO DE QUINTANAR;1507;2023-03
2023;Abril;CENTRO CULTURAL MIGUEL DELIBES (programación propia);8755;2023-04
2023;Abril;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;18604;2023-04
2023;Abril;PALACIO DE QUINTANAR;1633;2023-04
2023;Abril;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);49008;2023-04
2023;Abril;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2673;2023-04
2023;Abril;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3434;2023-04
2023;Abril;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;18135;2023-04
2023;Abril;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);7055;2023-04
2023;Mayo;CENTRO CULTURAL MIGUEL DELIBES (programación propia);8519;2023-05
2023;Mayo;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;13550;2023-05
2023;Mayo;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5608;2023-05
2023;Mayo;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3129;2023-05
2023;Mayo;PALACIO DE QUINTANAR;1515;2023-05
2023;Mayo;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;12510;2023-05
2023;Mayo;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);4740;2023-05
2023;Mayo;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);37266;2023-05
2023;Junio;CENTRO CULTURAL MIGUEL DELIBES (programación propia);9527;2023-06
2023;Junio;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);24891;2023-06
2023;Junio;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;9496;2023-06
2023;Junio;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);2650;2023-06
2023;Junio;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);4070;2023-06
2023;Junio;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);4094;2023-06
2023;Junio;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;10128;2023-06
2023;Junio;PALACIO DE QUINTANAR;1274;2023-06
2023;Julio;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;9081;2023-07
2023;Julio;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);4723;2023-07
2023;Julio;CENTRO CULTURAL MIGUEL DELIBES (programación propia);3157;2023-07
2023;Julio;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);33354;2023-07
2023;Julio;PALACIO DE QUINTANAR;1759;2023-07
2023;Julio;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;9117;2023-07
2023;Julio;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3288;2023-07
2023;Julio;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3495;2023-07
2023;Agosto;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);7981;2023-08
2023;Agosto;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;16542;2023-08
2023;Agosto;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;17591;2023-08
2023;Agosto;PALACIO DE QUINTANAR;1915;2023-08
2023;Agosto;CENTRO CULTURAL MIGUEL DELIBES (programación propia);0;2023-08
2023;Agosto;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);52473;2023-08
2023;Agosto;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3376;2023-08
2023;Agosto;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3536;2023-08
2023;Septiembre;CENTRO CULTURAL MIGUEL DELIBES (programación propia);1249;2023-09
2023;Septiembre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);4300;2023-09
2023;Septiembre;PALACIO DE QUINTANAR;1843;2023-09
2023;Septiembre;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);29492;2023-09
2023;Septiembre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;6559;2023-09
2023;Septiembre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2280;2023-09
2023;Septiembre;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;7701;2023-09
2023;Septiembre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3407;2023-09
2023;Octubre;CENTRO CULTURAL MIGUEL DELIBES (programación propia);9046;2023-10
2023;Octubre;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;13650;2023-10
2023;Octubre;PALACIO DE QUINTANAR;1226;2023-10
2023;Octubre;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);46933;2023-10
2023;Octubre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);6718;2023-10
2023;Octubre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;11922;2023-10
2023;Octubre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2589;2023-10
2023;Octubre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3860;2023-10
2023;Noviembre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3509;2023-11
2023;Noviembre;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);34846;2023-11
2023;Noviembre;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;7200;2023-11
2023;Noviembre;CENTRO CULTURAL MIGUEL DELIBES (programación propia);11807;2023-11
2023;Noviembre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;8137;2023-11
2023;Noviembre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5598;2023-11
2023;Noviembre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);1923;2023-11
2023;Noviembre;PALACIO DE QUINTANAR;1694;2023-11
2023;Diciembre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;7315;2023-12
2023;Diciembre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3946;2023-12
2023;Diciembre;CENTRO CULTURAL MIGUEL DELIBES (programación propia);9165;2023-12
2023;Diciembre;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);39065;2023-12
2023;Diciembre;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;6281;2023-12
2023;Diciembre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);6875;2023-12
2023;Diciembre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);18358;2023-12
2023;Diciembre;PALACIO DE QUINTANAR;3061;2023-12
2024;Enero;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);20627;2024-01
2024;Enero;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);4228;2024-01
2024;Enero;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);4730;2024-01
2024;Enero;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);2372;2024-01
2024;Enero;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;711;2024-01
2024;Enero;PALACIO DE QUINTANAR;1504;2024-01
2024;Enero;CENTRO CULTURAL MIGUEL DELIBES (programación propia);7789;2024-01
2024;Enero;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;401;2024-01
2024;Febrero;CENTRO CULTURAL MIGUEL DELIBES (programación propia);11057;2024-02
2024;Febrero;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);24619;2024-02
2024;Febrero;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;3731;2024-02
2024;Febrero;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;6115;2024-02
2024;Febrero;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5654;2024-02
2024;Febrero;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3150;2024-02
2024;Febrero;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);2193;2024-02
2024;Febrero;PALACIO DE QUINTANAR;1621;2024-02
2024;Marzo;CENTRO CULTURAL MIGUEL DELIBES (programación propia);9158;2024-03
2024;Marzo;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);48743;2024-03
2024;Marzo;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);7857;2024-03
2024;Marzo;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3176;2024-03
2024;Marzo;PALACIO DE QUINTANAR;1692;2024-03
2024;Marzo;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;13826;2024-03
2024;Marzo;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;13875;2024-03
2024;Marzo;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3305;2024-03
2024;Abril;CENTRO CULTURAL MIGUEL DELIBES (programación propia);13718;2024-04
2024;Abril;PALACIO DE QUINTANAR;1814;2024-04
2024;Abril;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);43639;2024-04
2024;Abril;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;13889;2024-04
2024;Abril;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3116;2024-04
2024;Abril;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;13392;2024-04
2024;Abril;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);9268;2024-04
2024;Abril;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2631;2024-04
2024;Mayo;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;14626;2024-05
2024;Mayo;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);5868;2024-05
2024;Mayo;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3410;2024-05
2024;Mayo;PALACIO DE QUINTANAR;2736;2024-05
2024;Mayo;CENTRO CULTURAL MIGUEL DELIBES (programación propia);6072;2024-05
2024;Mayo;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);51181;2024-05
2024;Mayo;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;14467;2024-05
2024;Mayo;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);4294;2024-05
2024;Junio;CENTRO CULTURAL MIGUEL DELIBES (programación propia);7731;2024-06
2024;Junio;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);3637;2024-06
2024;Junio;PALACIO DE QUINTANAR;2374;2024-06
2024;Junio;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;9451;2024-06
2024;Junio;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);7123;2024-06
2024;Junio;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);4569;2024-06
2024;Junio;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);25020;2024-06
2024;Junio;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;9782;2024-06
2024;Julio;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);23155;2024-07
2024;Julio;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;7821;2024-07
2024;Julio;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;7620;2024-07
2024;Julio;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3781;2024-07
2024;Julio;PALACIO DE QUINTANAR;6417;2024-07
2024;Julio;CENTRO CULTURAL MIGUEL DELIBES (programación propia);692;2024-07
2024;Julio;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2514;2024-07
2024;Julio;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);5260;2024-07
2024;Agosto;CENTRO CULTURAL MIGUEL DELIBES (programación propia);900;2024-08
2024;Agosto;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;12958;2024-08
2024;Agosto;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;12742;2024-08
2024;Agosto;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);38570;2024-08
2024;Agosto;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);4799;2024-08
2024;Agosto;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);3416;2024-08
2024;Agosto;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);11539;2024-08
2024;Agosto;PALACIO DE QUINTANAR;6904;2024-08
2024;Septiembre;CENTRO DE ARQUEOLOGIA EXPERIMENTAL;7008;2024-09
2024;Septiembre;MUSEO ETNOGRÁFICO DE CASTILLA Y LEÓN (MECYL);2304;2024-09
2024;Septiembre;CENTRO DE ACCESO A LOS YACIMIENTOS DE ATAPUERCA;6561;2024-09
2024;Septiembre;MUSEO DE ARTE CONTEMPORÁNEO DE CASTILLA Y LEÓN (MUSAC);3796;2024-09
2024;Septiembre;MUSEO DE LA SIDERURGIA Y LA MINERÍA DE CASTILLA Y LEÓN (MSM);4561;2024-09
2024;Septiembre;PALACIO DE QUINTANAR;2929;2024-09
2024;Septiembre;CENTRO CULTURAL MIGUEL DELIBES (programación propia);5739;2024-09
2024;Septiembre;MUSEO DE LA EVOLUCIÓN HUMANA (MEH);18769;2024-09
